"year_record","state_code","data_item","measure","db","fhwa","diff"
2016,17,"HOR_ALIGNMENT_ADEQUACY","miles",0,2010.8,2010.8
2016,17,"PEAK_CAPACITY","miles",0,2010.8,2010.8
2016,17,"STRUCTURE_TYPE","miles",582.32,596.08,13.76
2016,17,"VER_ALIGNMENT_ADEQUACY","miles",0,2010.8,2010.8
2016,17,"VOLUME_SERVICE_FLOW_RATIO","miles",0,2010.8,2010.8
2016,17,"WEIGHTED_DESIGN_SPEED","miles",0,2010.8,2010.8
